query,gold_answer,pred_answer,answer_type,file_name,rerank_scores,clause_type,retrieval_time_ms,generation_time_ms,total_time_ms,hit@1,mrr@1,recall@1,precision@1,hit@3,mrr@3,recall@3,precision@3,hit@5,mrr@5,recall@5,precision@5,hit@10,mrr@10,recall@10,precision@10,f1,precision,recall,exact_match,simple_context_coverage,simple_answer_context_overlap,simple_ground_truth_coverage
Does this agreement include any 'Rofr/Rofo/Rofn' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF","[0.3720703125, 0.3720703125, 0.2294921875, 0.1744384765625, 0.1744384765625, 0.1744384765625, 0.1744384765625, 0.1744384765625, 0.1744384765625, 0.1744384765625]",Rofr/Rofo/Rofn,821.6774463653564,48.464298248291016,870.1858520507812,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.007936507936507936,1.0
Does this agreement include any 'Third Party Beneficiary' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement.pdf,"[0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375, 0.12249755859375]",Third Party Beneficiary,358.612060546875,28.670787811279297,387.3028755187988,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF","[0.249755859375, 0.2017822265625, 0.2017822265625, 0.2017822265625, 0.2017822265625, 0.2017822265625, 0.2017822265625, 0.2017822265625, 0.2017822265625, 0.2017822265625]",Affiliate License-Licensee,885.2183818817139,33.52713584899902,918.7643527984619,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.14285714285714285,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,"[0.29833984375, 0.2254638671875, 0.2254638671875, 0.2254638671875, 0.2254638671875, 0.2254638671875, 0.2254638671875, 0.2254638671875, 0.2254638671875, 0.2254638671875]",Liquidated Damages,919.9223518371582,33.64157676696777,953.5830020904541,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.25,1.0,0.2,1,0.25,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'No-Solicit Of Customers' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,"[0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875, 0.1571044921875]",No-Solicit Of Customers,1066.8268203735352,28.298616409301758,1095.1454639434814,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Competitive Restriction Exception' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.pdf,"[0.271728515625, 0.1727294921875, 0.1710205078125, 0.1063232421875, 0.0943603515625, 0.08270263671875, 0.07598876953125, 0.06756591796875, 0.061981201171875, 0.057281494140625]",Competitive Restriction Exception,961.3616466522217,59.01837348937988,1020.4024314880371,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Does this agreement include any 'Post-Termination Services' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF","[0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125]",Post-Termination Services,789.6573543548584,29.453516006469727,819.1509246826172,0,0.0,0.0,0.0,1,0.5,1.0,0.3333333333333333,1,0.5,1.0,0.2,1,0.5,1.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Liquidated Damages' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,"[0.273681640625, 0.2213134765625, 0.2213134765625, 0.2213134765625, 0.2213134765625, 0.2213134765625, 0.219970703125, 0.216064453125, 0.216064453125, 0.1900634765625]",Liquidated Damages,885.9045505523682,30.54046630859375,916.4900779724121,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is the Agreement Date of this agreement? Answer strictly in the format mm/dd/yyyy.,3/31/01,03/31/2001,date,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,"[0.248046875, 0.1307373046875, 0.115966796875, 0.102294921875, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625, 0.09332275390625]",Agreement Date,1073.0485916137695,141.67118072509766,1214.8041725158691,0,0.0,0.0,0.0,1,0.3333333333333333,1.0,0.3333333333333333,1,0.3333333333333333,1.0,0.2,1,0.3333333333333333,1.0,0.1,,,,0.0,0.3333333333333333,0.0060790273556231,0.0
Who are the parties to this agreement? List the entity or individual names separated by semicolons.,"NLS-1 Pharma AG (""Licensor"" or ""NLS""); Eurofarma Laboratorios S.A. (""Licensee"" or ""Eurofarma"")(""Party"" collectively the ""Parties"")",NLS-1 Pharma AG; Eurofarma Laboratórios S.A.,list,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement.pdf,"[0.178955078125, 0.110107421875, 0.087890625, 0.087890625, 0.087890625, 0.06561279296875, 0.06561279296875, 0.06561279296875, 0.06561279296875, 0.06561279296875]",Parties,962.8438949584961,213.1943702697754,1176.0847568511963,1,1.0,1.0,1.0,1,1.0,1.0,0.3333333333333333,1,1.0,1.0,0.2,1,1.0,1.0,0.1,0.5384615384615385,0.875,0.3888888888888889,0.0,1.0,0.04968944099378882,0.8
Does this agreement include any 'Minimum Commitment' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF","[0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125, 0.1993408203125]",Minimum Commitment,772.3064422607422,28.877973556518555,801.2046813964844,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
What is the Expiration Date of this agreement? Answer strictly in the format mm/dd/yyyy.,perpetual,Answer: Not provided in the contract clauses.,date,"MetLife, Inc. - Remarketing Agreement.PDF","[0.139404296875, 0.1285400390625, 0.09808349609375, 0.0894775390625, 0.0894775390625, 0.0894775390625, 0.0894775390625, 0.0894775390625, 0.0894775390625, 0.0894775390625]",Expiration Date,755.7487487792969,118.29853057861328,874.0761280059814,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,0.0,0.2857142857142857,0.045454545454545456,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,No,No,boolean,CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT.PDF,"[0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125, 0.2081298828125]",Affiliate License-Licensee,671.2429523468018,29.256105422973633,700.5212306976318,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Does this agreement include any 'Affiliate License-Licensee' clause? Answer strictly with 'Yes' or 'No'.,Yes,No,boolean,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF","[0.310791015625, 0.26171875, 0.26171875, 0.2049560546875, 0.11474609375, 0.0863037109375, 0.0863037109375, 0.0849609375, 0.08447265625, 0.07806396484375]",Affiliate License-Licensee,1113.3112907409668,66.02692604064941,1179.3837547302246,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0024968789013732834,0.0
